Region,RegionCode,YearCode,avh,emp,rgdpo,avh_emp,productivity
Europe and Central Asia,FRA,1980,1806.13378384347,22.6621704101563,1377535.0,40930.91159300112,33.65512631865126
Europe and Central Asia,FRA,1990,1644.85066858497,23.6595039367676,1580602.625,38916.350868780915,40.61538632770359
Europe and Central Asia,FRA,2000,1558.33880165612,25.6252250671387,2128049.75,39932.78252329329,53.29079557024813
Europe and Central Asia,FRA,2010,1539.80306190866,26.8761615753174,2590802.75,41383.99588602561,62.60397756502901
Europe and Central Asia,FRA,2019,1504.91235283781,28.532564163208,2946007.0,42939.008267349134,68.60910670450083
Europe and Central Asia,GBR,1960,2103.58365834968,24.1319484710693,694437.0625,50763.57244787792,13.679830418023105
Europe and Central Asia,GBR,1970,1870.89440712384,24.7007465362549,928006.75,46212.48854646285,20.08129791727112
Europe and Central Asia,GBR,1980,1785.39638248044,25.0395526885986,1246289.75,44705.52678915232,27.877755604535434
Europe and Central Asia,GBR,1990,1745.94408522119,26.7035007476807,1445079.25,46622.81918511275,30.99510658637803
Europe and Central Asia,GBR,2000,1692.9539541907,27.3803482055664,2074500.625,46353.668761731875,44.75375262448789
Europe and Central Asia,GBR,2010,1643.20782797612,29.4251174926758,2481088.0,48351.58340308193,51.31347983615063
Europe and Central Asia,GBR,2019,1667.94771142193,32.9824981689453,2988899.75,55013.082337870306,54.330708678406104
Europe and Central Asia,GEO,1960,2080.0,2.86163878440857,63655.53515625,5952.208671569825,10.694439437295737
Europe and Central Asia,GEO,1970,2080.0,2.86163878440857,63655.53515625,5952.208671569825,10.694439437295737
Europe and Central Asia,GEO,1980,2080.0,2.86163878440857,63655.53515625,5952.208671569825,10.694439437295737
Europe and Central Asia,GEO,1990,2080.0,2.86163878440857,63655.53515625,5952.208671569825,10.694439437295737
Europe and Central Asia,GEO,2000,2080.0,1.66444957256317,16707.4765625,3462.0551109313938,4.825884056480315
Europe and Central Asia,GEO,2010,2080.0,1.36233174800873,36522.46875,2833.6500358581584,12.888842407435586
Europe and Central Asia,GEO,2019,2080.0,1.37207722663879,68135.7265625,2853.920631408683,23.874429377129697
Europe and Central Asia,GRC,1960,2227.8925763267,3.60847616195679,44964.90625,8039.297253075395,5.5931389068614035
Europe and Central Asia,GRC,1970,2098.64272760233,3.33947968482971,99266.2421875,7008.374754543593,14.163946087949249
Europe and Central Asia,GRC,1980,2111.69922138275,3.62433052062988,151882.8125,7653.495938447854,19.844893591307265
Europe and Central Asia,GRC,1990,2111.62291707557,4.06255435943604,181502.125,8578.582887250404,21.157588308641362
Europe and Central Asia,GRC,2000,2107.63844286413,4.45240259170532,280937.375,9384.054865386017,29.93773790009097
Europe and Central Asia,GRC,2010,2019.57079830326,4.63715410232544,324320.71875,9365.061012288626,34.63092427528593
Europe and Central Asia,GRC,2019,2036.4635206703,4.235072612762449,284822.9375,8624.570883280585,33.02459233677955
Europe and Central Asia,HRV,1960,1922.08853560977,2.17813229560852,65504.6796875,4186.563114430527,15.646409213732875
Europe and Central Asia,HRV,1970,1922.08853560977,2.17813229560852,65504.6796875,4186.563114430527,15.646409213732875
Europe and Central Asia,HRV,1980,1922.08853560977,2.17813229560852,65504.6796875,4186.563114430527,15.646409213732875
Europe and Central Asia,HRV,1990,1922.08853560977,2.17813229560852,65504.6796875,4186.563114430527,15.646409213732875
Europe and Central Asia,HRV,2000,1922.08853560977,1.67029082775116,59432.52734375,3210.4468511546575,18.512229013345827
Europe and Central Asia,HRV,2010,1942.9881528018,1.81475949287415,93619.90625,3526.056194839076,26.55088321820483
Europe and Central Asia,HRV,2019,1831.32341007765,1.81762433052063,107327.2734375,3328.6579872091456,32.243406757294
Europe and Central Asia,HUN,1960,2130.5763125244,5.298665046691889,61934.78125,11289.210236482731,5.486192563749828
Europe and Central Asia,HUN,1970,2130.5763125244,5.298665046691889,61934.78125,11289.210236482731,5.486192563749828
Europe and Central Asia,HUN,1980,2130.5763125244,5.43816423416138,126237.265625,11586.423900921629,10.895274219594071
Europe and Central Asia,HUN,1990,1888.7743518049,5.12638139724731,147323.375,9682.577700690486,15.215305216656722
Europe and Central Asia,HUN,2000,1932.40204868046,4.120501518249511,169071.40625,7962.465575456301,21.233549413532142
Europe and Central Asia,HUN,2010,1766.35687026284,3.9209382534027104,236251.09375,6925.7762217742575,34.11185781706888
Europe and Central Asia,HUN,2019,1725.22796480691,4.71157693862915,282939.46875,8128.544292862341,34.808135203058264
Europe and Central Asia,IRL,1960,2303.6219955412,1.08934044837952,18696.56640625,2509.428617519775,7.450527293631084
Europe and Central Asia,IRL,1970,2333.73514122421,1.08727538585663,27083.9765625,2537.41277616173,10.673855202805882
Europe and Central Asia,IRL,1980,2122.10060145846,1.20495045185089,47601.9609375,2557.026078600417,18.616142141012045
Europe and Central Asia,IRL,1990,2080.2445738163,1.21543323993683,66843.3046875,2528.3984022145555,26.4370142889482
Europe and Central Asia,IRL,2000,1932.72378818257,1.68873858451843,150348.765625,3263.865234320531,46.06463650644555
Europe and Central Asia,IRL,2010,1720.97381659398,1.88317596912384,241296.59375,3240.8965349011223,74.45365538562675
Europe and Central Asia,IRL,2019,1771.97794230727,2.26044774055481,501064.21875,4005.46353600143,125.09518917009088
Europe and Central Asia,ISL,1960,1953.1528306254,0.0705956518650055,2240.76489257813,137.88409726998077,16.251075627602305
Europe and Central Asia,ISL,1970,1953.1528306254,0.0900728777050972,3599.5576171875,175.92609605228608,20.460623511577804
Europe and Central Asia,ISL,1980,1687.02279722653,0.116999767720699,6760.56884765625,197.38127541502791,34.25131808192543
Europe and Central Asia,ISL,1990,1664.4016373095,0.138074412941933,8656.0458984375,229.81127897110133,37.66588801555729
Europe and Central Asia,ISL,2000,1695.38496755558,0.1570855230093,11067.5654296875,266.3204343305734,41.55732720062237
Europe and Central Asia,ISL,2010,1503.05147058824,0.164442270994186,13880.5576171875,247.16519724468117,56.15902955563134
Europe and Central Asia,ISL,2019,1454.49482503696,0.192338079214096,17968.845703125,279.75474087445156,64.23071025341109
Europe and Central Asia,ITA,1960,2164.71370352677,20.935604095459,379568.875,45319.58907705126,8.375382097014741
Europe and Central Asia,ITA,1970,2034.74233301229,19.9415988922119,697566.5,40576.01545393454,17.19159686322426
Europe and Central Asia,ITA,1980,1849.2610584821,21.4020233154297,1236154.0,39577.92828995011,31.233418559553364
Europe and Central Asia,ITA,1990,1856.40135855818,22.8031978607178,1540973.375,42331.8874881075,36.40218914011129
Europe and Central Asia,ITA,2000,1850.1979712184,22.91796875,2046202.25,42402.77928569669,48.256323865313824
Europe and Central Asia,ITA,2010,1776.77324596091,24.7924537658691,2292611.25,44050.56855291903,52.04498659865944
Europe and Central Asia,ITA,2019,1717.83381765276,25.5963287353516,2465939.5,43970.23910934408,56.0820125145957
Europe and Central Asia,KAZ,1960,2080.0,7.556230545043951,201469.75,15716.959533691417,12.81862115685432
Europe and Central Asia,KAZ,1970,2080.0,7.556230545043951,201469.75,15716.959533691417,12.81862115685432
Europe and Central Asia,KAZ,1980,2080.0,7.556230545043951,201469.75,15716.959533691417,12.81862115685432
Europe and Central Asia,KAZ,1990,2080.0,7.556230545043951,201469.75,15716.959533691417,12.81862115685432
Europe and Central Asia,KAZ,2000,2080.0,6.03436660766602,93198.125,12551.482543945322,7.425268264023329
Europe and Central Asia,KAZ,2010,2080.0,7.896011352539059,331907.96875,16423.703613281243,20.20908173730061
Europe and Central Asia,KAZ,2019,2080.0,8.820713043212889,525062.125,18347.08312988281,28.618288873657804
Europe and Central Asia,KGZ,1960,2080.0,1.74289727210999,36262.58203125,3625.226325988779,10.002846379904128
Europe and Central Asia,KGZ,1970,2080.0,1.74289727210999,36262.58203125,3625.226325988779,10.002846379904128
Europe and Central Asia,KGZ,1980,2080.0,1.74289727210999,36262.58203125,3625.226325988779,10.002846379904128
Europe and Central Asia,KGZ,1990,2080.0,1.74289727210999,36262.58203125,3625.226325988779,10.002846379904128
Europe and Central Asia,KGZ,2000,2080.0,1.80263614654541,11204.9755859375,3749.4831848144527,2.988405343786597
Europe and Central Asia,KGZ,2010,2080.0,2.3006112575531,19828.767578125,4785.271415710448,4.143708027307603
Europe and Central Asia,KGZ,2019,2080.0,2.6706280708313,39352.390625,5554.906387329104,7.084258110049144
Europe and Central Asia,LTU,1960,1846.22746017339,1.70560574531555,54290.9375,3148.9361632310697,17.24104100106399
Europe and Central Asia,LTU,1970,1846.22746017339,1.70560574531555,54290.9375,3148.9361632310697,17.24104100106399
Europe and Central Asia,LTU,1980,1846.22746017339,1.70560574531555,54290.9375,3148.9361632310697,17.24104100106399
Europe and Central Asia,LTU,1990,1846.22746017339,1.70560574531555,54290.9375,3148.9361632310697,17.24104100106399
Europe and Central Asia,LTU,2000,1846.22746017339,1.40124833583832,42395.50390625,2587.023156146971,16.387755867401086
Europe and Central Asia,LTU,2010,1921.48934465631,1.25991594791412,65505.53125,2420.9150690795364,27.058169898915974
Europe and Central Asia,LTU,2019,1886.08447373354,1.37952864170074,89603.6328125,2601.9075521824857,34.43766967713372
Europe and Central Asia,LUX,1960,1845.83371328728,0.133304864168167,5803.36474609375,246.05861242678418,23.585294125075855
Europe and Central Asia,LUX,1970,1845.83371328728,0.141585916280746,8023.02099609375,261.34405759767134,30.69907565468685
Europe and Central Asia,LUX,1980,1682.29918004229,0.15937352180481,10229.6689453125,268.11394505268385,38.15418456993123
Europe and Central Asia,LUX,1990,1633.9445181211,0.188045263290405,14860.8291015625,307.2555271119962,48.36635240135372
Europe and Central Asia,LUX,2000,1602.21548949063,0.263161659240723,29022.115234375,421.6416866755414,68.83122839015651
Europe and Central Asia,LUX,2010,1516.49794192902,0.359174132347107,34405.26171875,544.6868324985293,63.16521653539862
Europe and Central Asia,LUX,2019,1505.55854209225,0.460662841796875,55633.296875,693.554876491776,80.21470075505941
Europe and Central Asia,LVA,1960,1975.79490954758,1.25425291061401,44774.25390625,2478.1465160763964,18.067637896221022
Europe and Central Asia,LVA,1970,1975.79490954758,1.25425291061401,44774.25390625,2478.1465160763964,18.067637896221022
Europe and Central Asia,LVA,1980,1975.79490954758,1.25425291061401,44774.25390625,2478.1465160763964,18.067637896221022
Europe and Central Asia,LVA,1990,1975.79490954758,1.25425291061401,44774.25390625,2478.1465160763964,18.067637896221022
Europe and Central Asia,LVA,2000,1975.79490954758,0.930018603801727,28247.244140625,1837.5260231759996,15.372432163873338
Europe and Central Asia,LVA,2010,1935.13532738201,0.851937651634216,40933.30078125,1648.6146464042392,24.828907634982386
Europe and Central Asia,LVA,2019,1864.97582124396,0.896588742733002,56046.82421875,1672.1163267965699,33.51849588486715
Europe and Central Asia,MDA,1960,2080.0,2.05759739875793,27603.0,4279.802589416495,6.4495965464059815
Europe and Central Asia,MDA,1970,2080.0,2.05759739875793,27603.0,4279.802589416495,6.4495965464059815
Europe and Central Asia,MDA,1980,2080.0,2.05759739875793,27603.0,4279.802589416495,6.4495965464059815
Europe and Central Asia,MDA,1990,2080.0,2.05759739875793,27603.0,4279.802589416495,6.4495965464059815
Europe and Central Asia,MDA,2000,2080.0,1.51620101928711,10908.427734375,3153.698120117189,3.458932123144891
Europe and Central Asia,MDA,2010,2080.0,1.2458153963089,20955.11328125,2591.296024322512,8.086730765053623
Europe and Central Asia,MDA,2019,2080.0,1.42887794971466,38148.12109375,2972.066135406493,12.835555924980262
Europe and Central Asia,MKD,1960,2080.0,0.958855152130127,13040.2431640625,1994.418716430664,6.538367824485789
Europe and Central Asia,MKD,1970,2080.0,0.958855152130127,13040.2431640625,1994.418716430664,6.538367824485789
Europe and Central Asia,MKD,1980,2080.0,0.958855152130127,13040.2431640625,1994.418716430664,6.538367824485789
Europe and Central Asia,MKD,1990,2080.0,0.958855152130127,13040.2431640625,1994.418716430664,6.538367824485789
Europe and Central Asia,MKD,2000,2080.0,0.59793746471405,16300.427734375,1243.709926605224,13.10629382758722
Europe and Central Asia,MKD,2010,2080.0,0.684334993362427,26224.05078125,1423.416786193848,18.42331145424519
Europe and Central Asia,MKD,2019,2080.0,0.858669698238373,32860.66015625,1786.0329723358159,18.39868617502288
Europe and Central Asia,MNE,1960,2080.0,0.174824863672256,7366.012695312499,363.6357164382925,20.256570964646926
Europe and Central Asia,MNE,1970,2080.0,0.174824863672256,7366.012695312499,363.6357164382925,20.256570964646926
Europe and Central Asia,MNE,1980,2080.0,0.174824863672256,7366.012695312499,363.6357164382925,20.256570964646926
Europe and Central Asia,MNE,1990,2080.0,0.174824863672256,7366.012695312499,363.6357164382925,20.256570964646926
Europe and Central Asia,MNE,2000,2080.0,0.176752656698227,5449.2138671875,367.6455259323122,14.821923518228163
Europe and Central Asia,MNE,2010,2080.0,0.208200022578239,10522.05859375,433.0560469627371,24.297221266270377
Europe and Central Asia,MNE,2019,2080.0,0.24379999935627,13708.9169921875,507.1039986610416,27.033738697357055
Europe and Central Asia,NLD,1960,1855.119794531,4.70931673049927,150221.234375,8736.346685465207,17.194971740867995
Europe and Central Asia,NLD,1970,1838.46424858958,5.57836866378784,248137.828125,10255.631353826371,24.19527570405696
Europe and Central Asia,NLD,1980,1580.83821375445,6.0513424873352095,370209.53125,9566.193448495404,38.6997747059179
Europe and Central Asia,NLD,1990,1476.1851996037,6.80782461166382,425379.75,10049.609933235939,42.327986143341704
Europe and Central Asia,NLD,2000,1464.06144093624,8.20334815979004,678509.1875,12010.205727323859,56.49438510086096
Europe and Central Asia,NLD,2010,1419.63344344458,8.81467723846436,843106.3125,12513.610600893722,67.37514370471024
Europe and Central Asia,NLD,2019,1439.73151629073,9.45690822601318,949689.625,13615.408819660233,69.75109139790773
Europe and Central Asia,NOR,1960,2023.79217986671,1.52887213230133,44569.42578125,3094.1194653675734,14.404558802630223
Europe and Central Asia,NOR,1970,1835.11744751664,1.64008283615112,53457.96875,3009.7446279934948,17.7616294262277
Europe and Central Asia,NOR,1980,1580.08213552361,1.94821739196777,113452.2421875,3078.3434971646725,36.85496511094227
Europe and Central Asia,NOR,1990,1502.42954324587,2.06056118011475,139163.515625,3095.8479926699747,44.95166298684458
Europe and Central Asia,NOR,2000,1456.46551724138,2.32404756546021,253685.0625,3384.8951395215745,74.94621016113845
Europe and Central Asia,NOR,2010,1395.36709854731,2.54492259025574,408099.78125,3551.1012507926566,114.92203472342736
Europe and Central Asia,NOR,2019,1384.07329105004,2.85366177558899,396235.46875,3949.6770452831547,100.32097921099613
Europe and Central Asia,POL,1960,2081.69736715209,14.1673440933228,188707.84375,29492.122898607788,6.398584611856076
Europe and Central Asia,POL,1970,2081.69736715209,14.1673440933228,188707.84375,29492.122898607788,6.398584611856076
Europe and Central Asia,POL,1980,2081.69736715209,16.109468460083,246156.890625,33535.03807957441,7.340289581329855
Europe and Central Asia,POL,1990,2081.69736715209,15.0829668045044,324636.40625,31398.172285779183,10.339340879310797
Europe and Central Asia,POL,2000,2081.69736715209,14.4786930084229,582649.5,30140.25711543732,19.331271719695348
Europe and Central Asia,POL,2010,2048.80002342179,15.3264083862305,897733.0625,31400.745860680967,28.589545817894514
Europe and Central Asia,POL,2019,2022.63223188477,16.159107208252,1211493.0,32683.931077892015,37.066930447037784
Europe and Central Asia,PRT,1960,2256.39281076071,3.1515576839447,39547.359375,7111.152100750494,5.561315355753151
Europe and Central Asia,PRT,1970,2102.06894608127,3.14250230789185,72819.6015625,6605.75651440818,11.023658138726299
Europe and Central Asia,PRT,1980,2058.16273442629,3.8833768367767294,113160.4140625,7992.621489188111,14.158109978756771
Europe and Central Asia,PRT,1990,1972.38001817994,4.46721506118774,156644.328125,8811.045723599176,17.778176738482887
Europe and Central Asia,PRT,2000,1920.56145946139,5.076171875,255415.140625,9749.100064726861,26.198842860287733
Europe and Central Asia,PRT,2010,1893.63561901986,4.91168737411499,305581.78125,9300.94616111427,32.85491346327616
Europe and Central Asia,PRT,2019,1864.58836048923,4.96158933639526,325020.3125,9251.321726170085,35.13231104919684
Europe and Central Asia,ROU,1960,1852.99899736344,10.1427345275879,28321.05859375,18794.47691014392,1.5068819807623541
Europe and Central Asia,ROU,1970,1852.99899736344,10.2813081741333,61665.671875,19051.253738253545,3.2368301174415506
Europe and Central Asia,ROU,1980,1852.99899736344,10.357403755188,155017.484375,19192.258773651694,8.077083901547715
Europe and Central Asia,ROU,1990,1852.99899736344,10.9009714126587,192269.484375,20199.489097944093,9.518532050128398
Europe and Central Asia,ROU,2000,1852.99899736344,10.8976001739502,189872.65625,20193.24219599737,9.40278209943106
Europe and Central Asia,ROU,2010,1840.66898946717,8.71280002593994,377937.28125,16037.3808191764,23.56602275092754
Europe and Central Asia,ROU,2019,1791.73542917288,8.68029975891113,539882.125,15552.800613881878,34.71285580026792
Europe and Central Asia,RUS,1960,1982.0,75.2792282104492,2493482.0,149203.43031311032,16.711961613532022
Europe and Central Asia,RUS,1970,1982.0,75.2792282104492,2493482.0,149203.43031311032,16.711961613532022
Europe and Central Asia,RUS,1980,1982.0,75.2792282104492,2493482.0,149203.43031311032,16.711961613532022
Europe and Central Asia,RUS,1990,1982.0,75.2792282104492,2493482.0,149203.43031311032,16.711961613532022
Europe and Central Asia,RUS,2000,1982.0,65.0593948364258,1445731.25,128947.72056579593,11.211762748937556
Europe and Central Asia,RUS,2010,1976.0,70.3723678588867,3468139.25,139055.79888916013,24.940630147789925
Europe and Central Asia,RUS,2019,1965.0,71.67063903808591,4160561.75,140832.8057098388,29.54256097526101
Europe and Central Asia,SRB,1960,2080.0,4.61394643783569,116129.75,9597.008590698235,12.100619573536395
Europe and Central Asia,SRB,1970,2080.0,4.61394643783569,116129.75,9597.008590698235,12.100619573536395
Europe and Central Asia,SRB,1980,2080.0,4.61394643783569,116129.75,9597.008590698235,12.100619573536395
Europe and Central Asia,SRB,1990,2080.0,4.61394643783569,116129.75,9597.008590698235,12.100619573536395
Europe and Central Asia,SRB,2000,2080.0,3.0847954750061,62378.40625,6416.374588012688,9.721752586972974
Europe and Central Asia,SRB,2010,2080.0,2.39926195144653,108461.0390625,4990.464859008783,21.733654504490946
Europe and Central Asia,SRB,2019,2080.0,2.90519046783447,120402.7890625,6042.796173095698,19.92501246336399
Europe and Central Asia,SVK,1960,1827.64549167595,2.44972229003906,104194.7734375,4477.2238992479715,23.27218289328826
Europe and Central Asia,SVK,1970,1827.64549167595,2.44972229003906,104194.7734375,4477.2238992479715,23.27218289328826
Europe and Central Asia,SVK,1980,1827.64549167595,2.44972229003906,104194.7734375,4477.2238992479715,23.27218289328826
Europe and Central Asia,SVK,1990,1827.64549167595,2.44972229003906,104194.7734375,4477.2238992479715,23.27218289328826
Europe and Central Asia,SVK,2000,1815.60609427859,2.04289054870605,89480.3046875,3709.084530174837,24.124633439745878
Europe and Central Asia,SVK,2010,1805.15019679052,2.19011259078979,146623.046875,3953.4821742575855,37.08706411520218
Europe and Central Asia,SVK,2019,1694.94016521909,2.46886086463928,149772.53125,4184.571441814646,35.79160574327556
Europe and Central Asia,SVN,1960,1710.07280757374,1.1292530298233,40168.01953125,1931.1048991710827,20.80053732373209
Europe and Central Asia,SVN,1970,1710.07280757374,1.1292530298233,40168.01953125,1931.1048991710827,20.80053732373209
Europe and Central Asia,SVN,1980,1710.07280757374,1.1292530298233,40168.01953125,1931.1048991710827,20.80053732373209
Europe and Central Asia,SVN,1990,1710.07280757374,1.1292530298233,40168.01953125,1931.1048991710827,20.80053732373209
Europe and Central Asia,SVN,2000,1710.07280757374,0.917375922203064,47320.43359375,1568.7796188823424,30.163850310257637
Europe and Central Asia,SVN,2010,1680.33256523635,0.964307606220245,60909.84375,1620.3574736369885,37.59037418655788
Europe and Central Asia,SVN,2019,1592.93390367372,1.04680585861206,70797.6796875,1667.492542747429,42.457568998090295
Europe and Central Asia,SWE,1960,1888.77884073096,3.66086864471436,100864.6015625,6914.571234831909,14.587253227560678
Europe and Central Asia,SWE,1970,1703.71117333945,3.96096920967102,159172.59375,6748.347499770048,23.586899423217886
Europe and Central Asia,SWE,1980,1514.60515409938,4.28328227996826,188410.421875,6487.48141770247,29.042152068579675
Europe and Central Asia,SWE,1990,1558.67115858275,4.60387134552002,259468.0,7175.921484087614,36.15814367191201
Europe and Central Asia,SWE,2000,1643.43843005952,4.30533695220947,353108.375,7075.55620161637,49.90538763854839
Europe and Central Asia,SWE,2010,1640.51411133139,4.49497747421265,434705.0,7374.073976562582,58.950452813688386
Europe and Central Asia,SWE,2019,1605.27660238286,5.00213670730591,525961.875,8029.8130181586175,65.50113605517214
Europe and Central Asia,TJK,1960,2080.0,1.94334495067596,37699.46484375,4042.1574974059968,9.326569998309852
Europe and Central Asia,TJK,1970,2080.0,1.94334495067596,37699.46484375,4042.1574974059968,9.326569998309852
Europe and Central Asia,TJK,1980,2080.0,1.94334495067596,37699.46484375,4042.1574974059968,9.326569998309852
Europe and Central Asia,TJK,1990,2080.0,1.94334495067596,37699.46484375,4042.1574974059968,9.326569998309852
Europe and Central Asia,TJK,2000,2080.0,1.74236679077148,7834.7421875,3624.1229248046784,2.1618312485695426
Europe and Central Asia,TJK,2010,2080.0,2.24504280090332,22940.775390625,4669.689025878905,4.912698739357103
Europe and Central Asia,TJK,2019,2080.0,2.68257808685303,36276.875,5579.762420654302,6.501508893230986
Europe and Central Asia,TKM,1960,2080.0,1.4864776134491,43279.16015625,3091.873435974128,13.997714024349913
Europe and Central Asia,TKM,1970,2080.0,1.4864776134491,43279.16015625,3091.873435974128,13.997714024349913
Europe and Central Asia,TKM,1980,2080.0,1.4864776134491,43279.16015625,3091.873435974128,13.997714024349913
Europe and Central Asia,TKM,1990,2080.0,1.4864776134491,43279.16015625,3091.873435974128,13.997714024349913
Europe and Central Asia,TKM,2000,2080.0,1.96508932113647,36263.90625,4087.3857879638576,8.87215157345472
Europe and Central Asia,TKM,2010,2080.0,2.62117576599121,91605.375,5452.045593261717,16.802019248191314
Europe and Central Asia,TKM,2019,2080.0,3.23603343963623,154558.25,6730.9495544433585,22.962324817598752
Europe and Central Asia,TUR,1960,2086.0,10.2963733673096,141186.6875,21478.234844207826,6.573477221200732
Europe and Central Asia,TUR,1970,2086.0,11.3728160858154,251466.0,23723.694355010924,10.599782489057624
Europe and Central Asia,TUR,1980,1957.0,13.6925354003906,369758.40625,26796.291778564406,13.798864757316416
Europe and Central Asia,TUR,1990,1866.0,17.7391681671143,617099.5625,33101.287799835285,18.642765992417694
Europe and Central Asia,TUR,2000,1937.0,20.0925960540771,828488.0,38919.35855674734,21.287298422249236
Europe and Central Asia,TUR,2010,1877.0,22.5815181732178,1430062.5,42385.509611129804,33.739419747934015
Europe and Central Asia,TUR,2019,1832.0,28.0873336791992,2247839.5,51455.99530029294,43.684695765416535
Europe and Central Asia,UKR,1960,2080.0,25.0676803588867,614653.375,52140.77514648434,11.788343638413359
Europe and Central Asia,UKR,1970,2080.0,25.0676803588867,614653.375,52140.77514648434,11.788343638413359
Europe and Central Asia,UKR,1980,2080.0,25.0676803588867,614653.375,52140.77514648434,11.788343638413359
Europe and Central Asia,UKR,1990,2080.0,25.0676803588867,614653.375,52140.77514648434,11.788343638413359
Europe and Central Asia,UKR,2000,2080.0,19.8860454559326,237793.84375,41362.97454833981,5.748954139458628
Europe and Central Asia,UKR,2010,2080.0,20.2528781890869,440122.375,42125.98663330075,10.447764199119828
Europe and Central Asia,UKR,2019,2080.0,16.4990768432617,578133.625,34318.07983398434,16.846327877222567
Europe and Central Asia,UZB,1960,2080.0,7.82651090621948,127792.203125,16279.142684936518,7.85005731556424
Europe and Central Asia,UZB,1970,2080.0,7.82651090621948,127792.203125,16279.142684936518,7.85005731556424
Europe and Central Asia,UZB,1980,2080.0,7.82651090621948,127792.203125,16279.142684936518,7.85005731556424
Europe and Central Asia,UZB,1990,2080.0,7.82651090621948,127792.203125,16279.142684936518,7.85005731556424
Europe and Central Asia,UZB,2000,2080.0,8.885539054870609,110057.3359375,18481.921234130867,5.954864461507135
Europe and Central Asia,UZB,2010,2080.0,11.8998012542725,215657.15625,24751.5866088868,8.712861912964017
Europe and Central Asia,UZB,2019,2080.0,14.6245346069336,414524.21875,30419.03198242189,13.627133795366639
Latin America and Caribbean,ABW,1960,2080.0,0.0419000014662743,463.302581787109,87.15200304985055,5.316029070750124
Latin America and Caribbean,ABW,1970,2080.0,0.0419000014662743,463.302581787109,87.15200304985055,5.316029070750124
Latin America and Caribbean,ABW,1980,2080.0,0.0419000014662743,1097.31555175781,87.15200304985055,12.590824230742585
Latin America and Caribbean,ABW,1990,2080.0,0.0419000014662743,3012.50317382813,87.15200304985055,34.56608073718044
Latin America and Caribbean,ABW,2000,2080.0,0.0419000014662743,4129.49267578125,87.15200304985055,47.38264791710179
Latin America and Caribbean,ABW,2010,2080.0,0.0465000011026859,3933.1154785156305,96.72000229358667,40.66496469444799
Latin America and Caribbean,ABW,2019,2080.0,0.0476008877158165,3463.53491210938,99.00984644889832,34.98172188255039
Latin America and Caribbean,ARG,1960,2073.0,7.64299201965332,65979.6484375,15843.922456741333,4.164350628302067
Latin America and Caribbean,ARG,1970,2006.0,8.65194988250732,97088.5390625,17355.811464309685,5.594007474796087
Latin America and Caribbean,ARG,1980,1974.0,9.828572273254391,125293.421875,19401.601667404168,6.457890643404989
Latin America and Caribbean,ARG,1990,1850.0,11.8114786148071,204176.140625,21851.235437393138,9.343917473682133
Latin America and Caribbean,ARG,2000,1862.13626747802,13.5983591079712,528354.9375,25321.99767314323,20.865452414932438
Latin America and Caribbean,ARG,2010,1760.22478243752,18.0767459869385,784674.0,31819.136272037136,24.660443114842707
Latin America and Caribbean,ARG,2019,1609.06899778265,20.6432151794434,977354.8125,33216.35755979858,29.423900881982398
Latin America and Caribbean,ATG,1960,2080.0,0.0354222692549229,399.5947265625,73.67832005023963,5.42350485583853
Latin America and Caribbean,ATG,1970,2080.0,0.0354222692549229,399.5947265625,73.67832005023963,5.42350485583853
Latin America and Caribbean,ATG,1980,2080.0,0.0354222692549229,491.936950683594,73.67832005023963,6.676820947439531
Latin America and Caribbean,ATG,1990,2080.0,0.0354222692549229,843.635864257813,73.67832005023963,11.45025923070119
Latin America and Caribbean,ATG,2000,2080.0,0.0354222692549229,1166.29357910156,73.67832005023963,15.829535449590734
Latin America and Caribbean,ATG,2010,2080.0,0.0354222692549229,1847.98327636719,73.67832005023963,25.081778128316316
Latin America and Caribbean,ATG,2019,2080.0,0.0354222692549229,1602.40661621094,73.67832005023963,21.748685571526252
Latin America and Caribbean,BHS,1960,2080.0,0.0715859085321426,4767.12158203125,148.8986897468566,32.01587327689624
Latin America and Caribbean,BHS,1970,2080.0,0.0715859085321426,4767.12158203125,148.8986897468566,32.01587327689624
Latin America and Caribbean,BHS,1980,2080.0,0.0715859085321426,6073.93408203125,148.8986897468566,40.79239442843705
Latin America and Caribbean,BHS,1990,2080.0,0.113404653966427,7544.512695312499,235.88168025016816,31.9843096221421
Latin America and Caribbean,BHS,2000,2080.0,0.14912873506546,10634.1015625,310.18776893615683,34.28278812853102
Latin America and Caribbean,BHS,2010,2080.0,0.168455109000206,11732.6650390625,350.38662672042847,33.48491107916607
Latin America and Caribbean,BHS,2019,2080.0,0.207315564155579,12880.328125,431.2163734436043,29.869756619259093
Latin America and Caribbean,BLZ,1960,2080.0,0.0415781550109386,487.280090332031,86.4825624227523,5.634431689825078
Latin America and Caribbean,BLZ,1970,2080.0,0.0415781550109386,487.280090332031,86.4825624227523,5.634431689825078
Latin America and Caribbean,BLZ,1980,2080.0,0.0415781550109386,762.938659667969,86.4825624227523,8.821878518567704
Latin America and Caribbean,BLZ,1990,2080.0,0.0583831593394279,1349.0908203125,121.43697142601003,11.109391188452715
Latin America and Caribbean,BLZ,2000,2080.0,0.0819006934762001,1615.19079589844,170.35344243049622,9.481409784586148
Latin America and Caribbean,BLZ,2010,2080.0,0.120224982500076,2510.35522460938,250.0679636001581,10.038691835885341
