VariableCode,RegionCode,YearCode,AggValue
rgdpo,DMA,1980,457.90173339843800000
rgdpo,DMA,1990,677.84973144531300000
emp,DMA,1990,0.02398721687495710
rgdpo,DMA,2000,651.13311767578100000
emp,DMA,2000,0.02467199042439460
rgdpo,DMA,2010,710.75018310546900000
rgdpo,DMA,2019,741.24951171875000000
rgdpo,DNK,1960,62166.33984375000000000
emp,DNK,1960,2.11165714263916000
avh,DNK,1960,1909.46823638276000000
rgdpo,DNK,1970,97974.89843750000000000
emp,DNK,1970,2.42261266708374000
avh,DNK,1970,1845.34983707599000000
rgdpo,DNK,1980,122824.15625000000000000
emp,DNK,1980,2.51569080352783000
avh,DNK,1980,1577.43595044608000000
rgdpo,DNK,1990,142960.29687500000000000
emp,DNK,1990,2.63417220115662000
avh,DNK,1990,1440.49975513365000000
rgdpo,DNK,2000,199704.48437500000000000
emp,DNK,2000,2.75595617294312000
avh,DNK,2000,1465.93724479611000000
rgdpo,DNK,2010,271306.78125000000000000
emp,DNK,2010,2.79145050048828000
avh,DNK,2010,1422.30635684719000000
rgdpo,DNK,2019,311719.37500000000000000
emp,DNK,2019,2.97183656692505000
avh,DNK,2019,1380.60764340558000000
rgdpo,DOM,1960,10632.15625000000000000
emp,DOM,1960,0.74494314193725600
rgdpo,DOM,1970,13962.48828125000000000
emp,DOM,1970,1.11722826957703000
rgdpo,DOM,1980,23781.64843750000000000
emp,DOM,1980,1.56915009021759000
rgdpo,DOM,1990,36449.89843750000000000
emp,DOM,1990,2.10593771934509000
avh,DOM,1990,2171.70245935725000000
rgdpo,DOM,2000,71085.36718750000000000
emp,DOM,2000,2.99944281578064000
avh,DOM,2000,2206.56689528768000000
rgdpo,DOM,2010,126965.69531250000000000
emp,DOM,2010,3.89701652526855000
avh,DOM,2010,2114.76685914120000000
rgdpo,DOM,2019,192491.17187500000000000
emp,DOM,2019,5.12667942047119000
avh,DOM,2019,2142.10201024009000000
rgdpo,DZA,1960,122690.28125000000000000
emp,DZA,1960,1.95811164379120000
rgdpo,DZA,1970,112505.85937500000000000
emp,DZA,1970,2.09037041664124000
rgdpo,DZA,1980,235488.51562500000000000
emp,DZA,1980,3.32509708404541000
rgdpo,DZA,1990,250353.31250000000000000
emp,DZA,1990,4.82034921646118000
rgdpo,DZA,2000,301165.65625000000000000
emp,DZA,2000,6.34788322448730000
rgdpo,DZA,2010,532626.81250000000000000
emp,DZA,2010,9.78185176849365000
rgdpo,DZA,2019,507351.18750000000000000
emp,DZA,2019,11.27345371246340000
rgdpo,ECU,1960,19697.12304687500000000
emp,ECU,1960,1.31365501880646000
rgdpo,ECU,1970,31611.89062500000000000
emp,ECU,1970,1.65749907493591000
rgdpo,ECU,1980,63243.45312500000000000
emp,ECU,1980,2.37348961830139000
rgdpo,ECU,1990,63280.29296875000000000
emp,ECU,1990,3.33644104003906000
rgdpo,ECU,2000,69892.07812500000000000
emp,ECU,2000,4.59304237365723000
avh,ECU,2000,1800.22634179496000000
rgdpo,ECU,2010,148754.92187500000000000
emp,ECU,2010,6.73341846466064000
avh,ECU,2010,1719.46293360590000000
rgdpo,ECU,2019,195225.90625000000000000
emp,ECU,2019,8.24667072296143000
avh,ECU,2019,1551.64280948966000000
rgdpo,EGY,1960,21165.64453125000000000
emp,EGY,1960,6.74466419219971000
rgdpo,EGY,1970,42557.41406250000000000
emp,EGY,1970,7.66141033172607000
rgdpo,EGY,1980,65113.75390625000000000
emp,EGY,1980,10.40370368957520000
rgdpo,EGY,1990,132646.06250000000000000
emp,EGY,1990,12.96166992187500000
rgdpo,EGY,2000,372320.06250000000000000
emp,EGY,2000,17.06581306457520000
rgdpo,EGY,2010,862331.12500000000000000
emp,EGY,2010,22.84291458129880000
rgdpo,EGY,2019,1210758.12500000000000000
emp,EGY,2019,26.79464721679690000
rgdpo,ESP,1960,195126.73437500000000000
emp,ESP,1960,12.35408115386960000
avh,ESP,1960,2130.37402835247000000
rgdpo,ESP,1970,400118.50000000000000000
emp,ESP,1970,13.45123004913330000
avh,ESP,1970,1996.72045686796000000
rgdpo,ESP,1980,606668.62500000000000000
emp,ESP,1980,12.72400379180910000
avh,ESP,1980,1918.12243888401000000
rgdpo,ESP,1990,728235.75000000000000000
emp,ESP,1990,14.03933429718020000
avh,ESP,1990,1746.52839962172000000
rgdpo,ESP,2000,1151317.50000000000000000
emp,ESP,2000,16.60574150085450000
avh,ESP,2000,1752.82075838745000000
rgdpo,ESP,2010,1621938.87500000000000000
emp,ESP,2010,19.41273880004880000
avh,ESP,2010,1705.77553458184000000
rgdpo,ESP,2019,1886185.75000000000000000
emp,ESP,2019,19.87201309204100000
avh,ESP,2019,1685.95150557715000000
rgdpo,EST,1990,19392.29687500000000000
emp,EST,1990,0.82864212989807100
rgdpo,EST,2000,18192.42968750000000000
emp,EST,2000,0.59983533620834400
avh,EST,2000,1977.87288569964000000
rgdpo,EST,2010,31754.81250000000000000
emp,EST,2010,0.56112116575241100
avh,EST,2010,1874.70169677066000000
rgdpo,EST,2019,44849.89843750000000000
emp,EST,2019,0.67297554016113300
avh,EST,2019,1797.21453550251000000
rgdpo,ETH,1960,12500.72753906250000000
emp,ETH,1960,9.22394943237305000
rgdpo,ETH,1970,18536.93750000000000000
emp,ETH,1970,11.66653633117680000
rgdpo,ETH,1980,25595.39843750000000000
emp,ETH,1980,15.69096088409420000
rgdpo,ETH,1990,39342.68750000000000000
emp,ETH,1990,21.50634384155270000
rgdpo,ETH,2000,39296.72656250000000000
emp,ETH,2000,27.90951156616210000
rgdpo,ETH,2010,101263.46093750000000000
emp,ETH,2010,38.59825515747070000
rgdpo,ETH,2019,304954.34375000000000000
emp,ETH,2019,58.06097030639650000
rgdpo,FIN,1960,44097.35937500000000000
emp,FIN,1960,2.20509338378906000
avh,FIN,1960,2030.51921633019000000
rgdpo,FIN,1970,72661.47656250000000000
emp,FIN,1970,2.28586792945862000
avh,FIN,1970,1979.93688709776000000
rgdpo,FIN,1980,101895.20312500000000000
emp,FIN,1980,2.36439990997314000
avh,FIN,1980,1790.00889792805000000
rgdpo,FIN,1990,137318.46875000000000000
emp,FIN,1990,2.47324681282043000
avh,FIN,1990,1726.42197374818000000
rgdpo,FIN,2000,186445.54687500000000000
emp,FIN,2000,2.30501818656921000
avh,FIN,2000,1704.71345334377000000
rgdpo,FIN,2010,233168.73437500000000000
emp,FIN,2010,2.49583029747009000
avh,FIN,2010,1637.91237423337000000
rgdpo,FIN,2019,248472.46875000000000000
emp,FIN,2019,2.67370533943176000
avh,FIN,2019,1590.69453809845000000
rgdpo,FJI,1960,1226.65368652344000000
rgdpo,FJI,1970,2200.97534179688000000
rgdpo,FJI,1980,4077.80737304688000000
emp,FJI,1980,0.20716476440429700
rgdpo,FJI,1990,5056.31640625000000000
emp,FJI,1990,0.25507864356041000
rgdpo,FJI,2000,5427.53564453125000000
emp,FJI,2000,0.29001942276954700
rgdpo,FJI,2010,7452.02636718750000000
emp,FJI,2010,0.28231719136238100
rgdpo,FJI,2019,12231.25097656250000000
emp,FJI,2019,0.30824753642082200
rgdpo,FRA,1960,518929.59375000000000000
emp,FRA,1960,20.16827201843260000
avh,FRA,1960,2188.47714980400000000
rgdpo,FRA,1970,905610.06250000000000000
emp,FRA,1970,21.33231353759770000
avh,FRA,1970,1992.50797522987000000
rgdpo,FRA,1980,1377535.00000000000000000
emp,FRA,1980,22.66217041015630000
avh,FRA,1980,1806.13378384347000000
rgdpo,FRA,1990,1580602.62500000000000000
emp,FRA,1990,23.65950393676760000
avh,FRA,1990,1644.85066858497000000
rgdpo,FRA,2000,2128049.75000000000000000
emp,FRA,2000,25.62522506713870000
avh,FRA,2000,1558.33880165612000000
rgdpo,FRA,2010,2590802.75000000000000000
emp,FRA,2010,26.87616157531740000
avh,FRA,2010,1539.80306190866000000
rgdpo,FRA,2019,2946007.00000000000000000
emp,FRA,2019,28.53256416320800000
avh,FRA,2019,1504.91235283781000000
rgdpo,GAB,1960,1972.17089843750000000
emp,GAB,1960,0.18075206875801100
rgdpo,GAB,1970,4773.42041015625000000
emp,GAB,1970,0.20378097891807600
rgdpo,GAB,1980,10615.95605468750000000
emp,GAB,1980,0.23657406866550400
rgdpo,GAB,1990,11319.84765625000000000
emp,GAB,1990,0.28737592697143600
rgdpo,GAB,2000,14042.38281250000000000
emp,GAB,2000,0.36775246262550400
rgdpo,GAB,2010,22432.96093750000000000
emp,GAB,2010,0.45581999421119700
rgdpo,GAB,2019,33658.21093750000000000
emp,GAB,2019,0.65801066160202000
rgdpo,GBR,1960,694437.06250000000000000
emp,GBR,1960,24.13194847106930000
avh,GBR,1960,2103.58365834968000000
rgdpo,GBR,1970,928006.75000000000000000
emp,GBR,1970,24.70074653625490000
avh,GBR,1970,1870.89440712384000000
rgdpo,GBR,1980,1246289.75000000000000000
emp,GBR,1980,25.03955268859860000
avh,GBR,1980,1785.39638248044000000
rgdpo,GBR,1990,1445079.25000000000000000
emp,GBR,1990,26.70350074768070000
avh,GBR,1990,1745.94408522119000000
rgdpo,GBR,2000,2074500.62500000000000000
emp,GBR,2000,27.38034820556640000
avh,GBR,2000,1692.95395419070000000
rgdpo,GBR,2010,2481088.00000000000000000
emp,GBR,2010,29.42511749267580000
avh,GBR,2010,1643.20782797612000000
rgdpo,GBR,2019,2988899.75000000000000000
emp,GBR,2019,32.98249816894530000
avh,GBR,2019,1667.94771142193000000
rgdpo,GEO,1990,63655.53515625000000000
emp,GEO,1990,2.86163878440857000
rgdpo,GEO,2000,16707.47656250000000000
emp,GEO,2000,1.66444957256317000
rgdpo,GEO,2010,36522.46875000000000000
emp,GEO,2010,1.36233174800873000
rgdpo,GEO,2019,68135.72656250000000000
emp,GEO,2019,1.37207722663879000
rgdpo,GHA,1960,31377.11328125000000000
emp,GHA,1960,2.47216463088989000
rgdpo,GHA,1970,39522.78515625000000000
emp,GHA,1970,3.02290296554565000
rgdpo,GHA,1980,38968.42187500000000000
emp,GHA,1980,4.52261495590210000
rgdpo,GHA,1990,43272.92578125000000000
emp,GHA,1990,6.31170511245728000
rgdpo,GHA,2000,66854.40625000000000000
emp,GHA,2000,7.16722488403320000
rgdpo,GHA,2010,108138.85937500000000000
emp,GHA,2010,10.33951187133790000
rgdpo,GHA,2019,163165.43750000000000000
emp,GHA,2019,13.22072410583500000
rgdpo,GIN,1960,11783.41699218750000000
rgdpo,GIN,1970,12476.55468750000000000
rgdpo,GIN,1980,16908.44531250000000000
emp,GIN,1980,1.84530985355377000
rgdpo,GIN,1990,21948.77148437500000000
emp,GIN,1990,2.35855770111084000
rgdpo,GIN,2000,22987.70507812500000000
emp,GIN,2000,2.96928524971008000
rgdpo,GIN,2010,20594.84375000000000000
emp,GIN,2010,3.63262391090393000
rgdpo,GIN,2019,29199.46093750000000000
emp,GIN,2019,4.67997503280640000
rgdpo,GMB,1960,949.75427246093800000
rgdpo,GMB,1970,1439.55029296875000000
rgdpo,GMB,1980,1841.18420410156000000
emp,GMB,1980,0.24379335343837700
rgdpo,GMB,1990,2750.62768554688000000
emp,GMB,1990,0.35846796631813000
rgdpo,GMB,2000,3839.40014648438000000
emp,GMB,2000,0.44552153348922700
rgdpo,GMB,2010,5301.45117187500000000
emp,GMB,2010,0.52800768613815300
rgdpo,GMB,2019,5655.01074218750000000
emp,GMB,2019,0.68857157230377200
rgdpo,GNB,1960,600.13214111328100000
rgdpo,GNB,1970,898.44812011718800000
rgdpo,GNB,1980,1130.49670410156000000
emp,GNB,1980,0.30192124843597400
rgdpo,GNB,1990,1656.01489257813000000
emp,GNB,1990,0.37255340814590500
rgdpo,GNB,2000,2128.50170898438000000
emp,GNB,2000,0.46039736270904500
rgdpo,GNB,2010,2264.19042968750000000
emp,GNB,2010,0.60274380445480300
rgdpo,GNB,2019,3553.81030273438000000
emp,GNB,2019,0.77993935346603400
rgdpo,GNQ,1960,322.27072143554700000
rgdpo,GNQ,1970,581.66076660156300000
rgdpo,GNQ,1980,743.78021240234400000
emp,GNQ,1980,0.07085400074720380
rgdpo,GNQ,1990,1043.08459472656000000
emp,GNQ,1990,0.13399180769920300
rgdpo,GNQ,2000,6114.05029296875000000
emp,GNQ,2000,0.19836139678955100
rgdpo,GNQ,2010,36067.94140625000000000
emp,GNQ,2010,0.33440071344375600
rgdpo,GNQ,2019,33486.05859375000000000
emp,GNQ,2019,0.49565461277961700
rgdpo,GRC,1960,44964.90625000000000000
emp,GRC,1960,3.60847616195679000
avh,GRC,1960,2227.89257632670000000
rgdpo,GRC,1970,99266.24218750000000000
emp,GRC,1970,3.33947968482971000
avh,GRC,1970,2098.64272760233000000
rgdpo,GRC,1980,151882.81250000000000000
emp,GRC,1980,3.62433052062988000
avh,GRC,1980,2111.69922138275000000
rgdpo,GRC,1990,181502.12500000000000000
emp,GRC,1990,4.06255435943604000
avh,GRC,1990,2111.62291707557000000
rgdpo,GRC,2000,280937.37500000000000000
emp,GRC,2000,4.45240259170532000
avh,GRC,2000,2107.63844286413000000
rgdpo,GRC,2010,324320.71875000000000000
emp,GRC,2010,4.63715410232544000
avh,GRC,2010,2019.57079830326000000
rgdpo,GRC,2019,284822.93750000000000000
emp,GRC,2019,4.23507261276245000
avh,GRC,2019,2036.46352067030000000
rgdpo,GRD,1970,211.11553955078100000
rgdpo,GRD,1980,354.26562500000000000
rgdpo,GRD,1990,531.15478515625000000
emp,GRD,1990,0.02815152890980240
rgdpo,GRD,2000,813.58416748046900000
emp,GRD,2000,0.03804622218012810
rgdpo,GRD,2010,1120.14587402344000000
emp,GRD,2010,0.05464126169681550
rgdpo,GRD,2019,1721.47607421875000000
emp,GRD,2019,0.06359576433897020
rgdpo,GTM,1960,10406.46191406250000000
emp,GTM,1960,1.39788198471069000
rgdpo,GTM,1970,17158.18164062500000000
emp,GTM,1970,1.76396226882935000
rgdpo,GTM,1980,29461.92382812500000000
emp,GTM,1980,2.62447905540466000
rgdpo,GTM,1990,37127.80468750000000000
emp,GTM,1990,3.11910915374756000
rgdpo,GTM,2000,62939.93359375000000000
emp,GTM,2000,3.94714069366455000
rgdpo,GTM,2010,101552.21875000000000000
emp,GTM,2010,5.21325063705444000
rgdpo,GTM,2019,136601.43750000000000000
emp,GTM,2019,7.09337329864502000
rgdpo,GUY,1970,2695.67431640625000000
rgdpo,GUY,1980,3356.83325195313000000
emp,GUY,1980,0.23127672076225300
rgdpo,GUY,1990,2320.17407226563000000
emp,GUY,1990,0.24120381474494900
rgdpo,GUY,2000,3499.05834960938000000
emp,GUY,2000,0.23974439501762400
rgdpo,GUY,2010,6782.47119140625000000
emp,GUY,2010,0.24300271272659300
rgdpo,GUY,2019,10180.79882812500000000
emp,GUY,2019,0.25711554288864100
rgdpo,HKG,1960,17933.89453125000000000
emp,HKG,1960,1.10783755779266000
avh,HKG,1960,2723.59091967314000000
rgdpo,HKG,1970,40288.00000000000000000
emp,HKG,1970,1.54139626026154000
avh,HKG,1970,2528.31492948665000000
rgdpo,HKG,1980,94755.70312500000000000
emp,HKG,1980,2.25394606590271000
avh,HKG,1980,2477.28901872659000000
rgdpo,HKG,1990,187019.54687500000000000
emp,HKG,1990,2.73075985908508000
avh,HKG,1990,2278.52184934495000000
rgdpo,HKG,2000,291676.40625000000000000
emp,HKG,2000,3.20262169837952000
avh,HKG,2000,2330.66707633014000000
rgdpo,HKG,2010,385302.84375000000000000
emp,HKG,2010,3.49387335777283000
avh,HKG,2010,2302.08001851443000000
rgdpo,HKG,2019,407229.09375000000000000
emp,HKG,2019,3.86381030082703000
avh,HKG,2019,2147.57436171632000000
rgdpo,HND,1960,4307.18164062500000000
rgdpo,HND,1970,6634.15429687500000000
emp,HND,1970,0.76334255933761600
rgdpo,HND,1980,11269.17480468750000000
emp,HND,1980,1.03354609012604000
rgdpo,HND,1990,16122.22851562500000000
emp,HND,1990,1.44370949268341000
rgdpo,HND,2000,23282.75390625000000000
emp,HND,2000,2.29565191268921000
rgdpo,HND,2010,34198.73828125000000000
emp,HND,2010,3.10660004615784000
rgdpo,HND,2019,52897.48437500000000000
emp,HND,2019,3.83340001106262000
rgdpo,HRV,1990,65504.67968750000000000
emp,HRV,1990,2.17813229560852000
rgdpo,HRV,2000,59432.52734375000000000
emp,HRV,2000,1.67029082775116000
avh,HRV,2000,1922.08853560977000000
rgdpo,HRV,2010,93619.90625000000000000
emp,HRV,2010,1.81475949287415000
avh,HRV,2010,1942.98815280180000000
rgdpo,HRV,2019,107327.27343750000000000
emp,HRV,2019,1.81762433052063000
avh,HRV,2019,1831.32341007765000000
rgdpo,HTI,1960,5630.63720703125000000
rgdpo,HTI,1970,6347.40039062500000000
emp,HTI,1970,1.92860007286072000
rgdpo,HTI,1980,11028.15039062500000000
emp,HTI,1980,1.95360004901886000
rgdpo,HTI,1990,10491.91699218750000000
emp,HTI,1990,2.33949995040894000
rgdpo,HTI,2000,18411.62890625000000000
emp,HTI,2000,2.98565459251404000
rgdpo,HTI,2010,18171.57226562500000000
emp,HTI,2010,3.71206593513489000
rgdpo,HTI,2019,17496.07812500000000000
emp,HTI,2019,4.53467750549316000
rgdpo,HUN,1970,61934.78125000000000000
emp,HUN,1970,5.29866504669189000
rgdpo,HUN,1980,126237.26562500000000000
emp,HUN,1980,5.43816423416138000
avh,HUN,1980,2130.57631252440000000
rgdpo,HUN,1990,147323.37500000000000000
emp,HUN,1990,5.12638139724731000
avh,HUN,1990,1888.77435180490000000
rgdpo,HUN,2000,169071.40625000000000000
emp,HUN,2000,4.12050151824951000
avh,HUN,2000,1932.40204868046000000
rgdpo,HUN,2010,236251.09375000000000000
emp,HUN,2010,3.92093825340271000
avh,HUN,2010,1766.35687026284000000
rgdpo,HUN,2019,282939.46875000000000000
emp,HUN,2019,4.71157693862915000
avh,HUN,2019,1725.22796480691000000
rgdpo,IDN,1960,131127.01562500000000000
emp,IDN,1960,28.49895286560060000
rgdpo,IDN,1970,151535.10937500000000000
emp,IDN,1970,34.02201843261720000
avh,IDN,1970,1893.49520960022000000
rgdpo,IDN,1980,356583.12500000000000000
emp,IDN,1980,45.51061630249020000
avh,IDN,1980,2005.73302253159000000
rgdpo,IDN,1990,625975.00000000000000000
emp,IDN,1990,73.69100952148440000
avh,IDN,1990,1909.30214737919000000
rgdpo,IDN,2000,794026.37500000000000000
emp,IDN,2000,91.54851531982420000
avh,IDN,2000,1979.11568990850000000
rgdpo,IDN,2010,1977653.12500000000000000
emp,IDN,2010,108.15474700927700000
avh,IDN,2010,2066.00066002697000000
rgdpo,IDN,2019,3138225.50000000000000000
emp,IDN,2019,131.17068481445300000
avh,IDN,2019,2019.92339539505000000
rgdpo,IND,1960,521539.50000000000000000
emp,IND,1960,179.37460327148400000
rgdpo,IND,1970,796337.50000000000000000
emp,IND,1970,195.35998535156300000
avh,IND,1970,2077.33082405017000000
rgdpo,IND,1980,916114.18750000000000000
emp,IND,1980,264.70666503906300000
avh,IND,1980,2064.02791377430000000
rgdpo,IND,1990,1249036.00000000000000000
emp,IND,1990,345.38699340820300000
avh,IND,1990,2078.47948648748000000
rgdpo,IND,2000,2258881.75000000000000000
emp,IND,2000,409.24859619140600000
avh,IND,2000,2086.62839114097000000
rgdpo,IND,2010,5622569.50000000000000000
emp,IND,2010,467.41250610351600000
avh,IND,2010,2110.39267590654000000
rgdpo,IND,2019,9172057.00000000000000000
emp,IND,2019,497.61572265625000000
avh,IND,2019,2122.94068248459000000
rgdpo,IRL,1960,18696.56640625000000000
emp,IRL,1960,1.08934044837952000
avh,IRL,1960,2303.62199554120000000
rgdpo,IRL,1970,27083.97656250000000000
emp,IRL,1970,1.08727538585663000
avh,IRL,1970,2333.73514122421000000
rgdpo,IRL,1980,47601.96093750000000000
emp,IRL,1980,1.20495045185089000
avh,IRL,1980,2122.10060145846000000
rgdpo,IRL,1990,66843.30468750000000000
emp,IRL,1990,1.21543323993683000
avh,IRL,1990,2080.24457381630000000
rgdpo,IRL,2000,150348.76562500000000000
emp,IRL,2000,1.68873858451843000
avh,IRL,2000,1932.72378818257000000
rgdpo,IRL,2010,241296.59375000000000000
emp,IRL,2010,1.88317596912384000
avh,IRL,2010,1720.97381659398000000
rgdpo,IRL,2019,501064.21875000000000000
emp,IRL,2019,2.26044774055481000
avh,IRL,2019,1771.97794230727000000
rgdpo,IRN,1960,86270.11718750000000000
emp,IRN,1960,5.78416872024536000
rgdpo,IRN,1970,216227.39062500000000000
emp,IRN,1970,7.26778793334961000
rgdpo,IRN,1980,158602.82812500000000000
emp,IRN,1980,9.44700145721436000
rgdpo,IRN,1990,185567.10937500000000000
emp,IRN,1990,12.30265903472900000
rgdpo,IRN,2000,540846.62500000000000000
emp,IRN,2000,16.87523078918460000
rgdpo,IRN,2010,1409903.25000000000000000
emp,IRN,2010,20.67433166503910000
rgdpo,IRN,2019,1097723.75000000000000000
emp,IRN,2019,24.59481048583980000
rgdpo,IRQ,1970,46765.91406250000000000
emp,IRQ,1970,2.21306920051575000
rgdpo,IRQ,1980,131362.26562500000000000
emp,IRQ,1980,2.89408016204834000
rgdpo,IRQ,1990,125437.60156250000000000
emp,IRQ,1990,3.47462797164917000
rgdpo,IRQ,2000,178313.50000000000000000
emp,IRQ,2000,4.96646976470947000
rgdpo,IRQ,2010,389732.06250000000000000
emp,IRQ,2010,6.41054248809814000
rgdpo,IRQ,2019,468576.90625000000000000
emp,IRQ,2019,8.77213954925537000
rgdpo,ISL,1960,2240.76489257813000000
emp,ISL,1960,0.07059565186500550
rgdpo,ISL,1970,3599.55761718750000000
emp,ISL,1970,0.09007287770509720
avh,ISL,1970,1953.15283062540000000
rgdpo,ISL,1980,6760.56884765625000000
emp,ISL,1980,0.11699976772069900
avh,ISL,1980,1687.02279722653000000
rgdpo,ISL,1990,8656.04589843750000000
emp,ISL,1990,0.13807441294193300
avh,ISL,1990,1664.40163730950000000
rgdpo,ISL,2000,11067.56542968750000000
emp,ISL,2000,0.15708552300930000
avh,ISL,2000,1695.38496755558000000
rgdpo,ISL,2010,13880.55761718750000000
emp,ISL,2010,0.16444227099418600
avh,ISL,2010,1503.05147058824000000
rgdpo,ISL,2019,17968.84570312500000000
emp,ISL,2019,0.19233807921409600
avh,ISL,2019,1454.49482503696000000
rgdpo,ISR,1960,19290.94335937500000000
emp,ISR,1960,0.79808825254440300
rgdpo,ISR,1970,42221.28515625000000000
emp,ISR,1970,1.09256458282471000
rgdpo,ISR,1980,69540.87500000000000000
emp,ISR,1980,1.45370578765869000
rgdpo,ISR,1990,105176.75000000000000000
emp,ISR,1990,1.73520207405090000
avh,ISR,1990,1904.34166878924000000
rgdpo,ISR,2000,209989.62500000000000000
emp,ISR,2000,2.62785315513611000
avh,ISR,2000,2034.74208909033000000
rgdpo,ISR,2010,240017.20312500000000000
emp,ISR,2010,3.38055443763733000
avh,ISR,2010,1956.26718555072000000
rgdpo,ISR,2019,328416.59375000000000000
emp,ISR,2019,4.22871017456055000
avh,ISR,2019,1900.87477881961000000
rgdpo,ITA,1960,379568.87500000000000000
emp,ITA,1960,20.93560409545900000
avh,ITA,1960,2164.71370352677000000
rgdpo,ITA,1970,697566.50000000000000000
emp,ITA,1970,19.94159889221190000
avh,ITA,1970,2034.74233301229000000
rgdpo,ITA,1980,1236154.00000000000000000
emp,ITA,1980,21.40202331542970000
avh,ITA,1980,1849.26105848210000000
rgdpo,ITA,1990,1540973.37500000000000000
emp,ITA,1990,22.80319786071780000
avh,ITA,1990,1856.40135855818000000
rgdpo,ITA,2000,2046202.25000000000000000
emp,ITA,2000,22.91796875000000000
avh,ITA,2000,1850.19797121840000000
rgdpo,ITA,2010,2292611.25000000000000000
emp,ITA,2010,24.79245376586910000
avh,ITA,2010,1776.77324596091000000
rgdpo,ITA,2019,2465939.50000000000000000
emp,ITA,2019,25.59632873535160000
avh,ITA,2019,1717.83381765276000000
rgdpo,JAM,1960,8694.39941406250000000
emp,JAM,1960,0.55503755807876600
rgdpo,JAM,1970,13435.85156250000000000
emp,JAM,1970,0.61428862810134900
rgdpo,JAM,1980,10281.54199218750000000
emp,JAM,1980,0.69849997758865400
rgdpo,JAM,1990,12782.93652343750000000
emp,JAM,1990,0.89630007743835400
avh,JAM,1990,1938.22278556300000000
rgdpo,JAM,2000,15563.55859375000000000
emp,JAM,2000,0.93349999189376800
avh,JAM,2000,1963.44926830631000000
rgdpo,JAM,2010,21168.03710937500000000
emp,JAM,2010,1.09490001201630000
rgdpo,JAM,2019,24862.39257812500000000
emp,JAM,2019,1.24489998817444000
rgdpo,JOR,1960,2942.12988281250000000
emp,JOR,1960,0.20240181684494000
rgdpo,JOR,1970,5340.11718750000000000
emp,JOR,1970,0.34909620881080600
rgdpo,JOR,1980,10110.85351562500000000
emp,JOR,1980,0.41794723272323600
rgdpo,JOR,1990,13673.51464843750000000
emp,JOR,1990,0.69946742057800300
rgdpo,JOR,2000,19765.80468750000000000
emp,JOR,2000,1.22628080844879000
rgdpo,JOR,2010,77047.75781250000000000
emp,JOR,2010,1.81489539146423000
rgdpo,JOR,2019,108945.75000000000000000
emp,JOR,2019,2.45928978919983000
rgdpo,JPN,1960,517809.59375000000000000
emp,JPN,1960,47.91057968139650000
avh,JPN,1960,2172.89893267914000000
rgdpo,JPN,1970,1366272.75000000000000000
emp,JPN,1970,55.01724243164060000
avh,JPN,1970,2137.21731639745000000
rgdpo,JPN,1980,2456278.75000000000000000
emp,JPN,1980,59.46901702880860000
avh,JPN,1980,2073.94376055755000000
rgdpo,JPN,1990,3657952.50000000000000000
emp,JPN,1990,65.10401916503910000
avh,JPN,1990,2028.41875000000000000
rgdpo,JPN,2000,4834201.00000000000000000
emp,JPN,2000,65.91550445556640000
avh,JPN,2000,1858.50000000000000000
rgdpo,JPN,2010,5113679.50000000000000000
emp,JPN,2010,66.01461791992190000
avh,JPN,2010,1779.30000000000000000
rgdpo,JPN,2019,5035847.50000000000000000
emp,JPN,2019,69.97669219970700000
avh,JPN,2019,1691.08525950385000000
rgdpo,KAZ,1990,201469.75000000000000000
emp,KAZ,1990,7.55623054504395000
rgdpo,KAZ,2000,93198.12500000000000000
emp,KAZ,2000,6.03436660766602000
rgdpo,KAZ,2010,331907.96875000000000000
emp,KAZ,2010,7.89601135253906000
rgdpo,KAZ,2019,525062.12500000000000000
emp,KAZ,2019,8.82071304321289000
rgdpo,KEN,1960,14252.68066406250000000
emp,KEN,1960,3.57470798492432000
rgdpo,KEN,1970,20259.94531250000000000
emp,KEN,1970,4.65792369842529000
rgdpo,KEN,1980,36548.71875000000000000
emp,KEN,1980,6.53710603713989000
rgdpo,KEN,1990,54918.92968750000000000
emp,KEN,1990,9.06492805480957000
rgdpo,KEN,2000,68728.71093750000000000
emp,KEN,2000,13.85789108276370000
rgdpo,KEN,2010,109634.92968750000000000
emp,KEN,2010,17.69448661804200000
rgdpo,KEN,2019,222737.12500000000000000
emp,KEN,2019,25.07402229309080000
rgdpo,KGZ,1990,36262.58203125000000000
emp,KGZ,1990,1.74289727210999000
rgdpo,KGZ,2000,11204.97558593750000000
emp,KGZ,2000,1.80263614654541000
rgdpo,KGZ,2010,19828.76757812500000000
emp,KGZ,2010,2.30061125755310000
rgdpo,KGZ,2019,39352.39062500000000000
emp,KGZ,2019,2.67062807083130000
rgdpo,KHM,1970,12698.09082031250000000
emp,KHM,1970,2.89667224884033000
rgdpo,KHM,1980,5988.48828125000000000
emp,KHM,1980,2.93304443359375000
rgdpo,KHM,1990,10108.62500000000000000
emp,KHM,1990,3.70709538459778000
rgdpo,KHM,2000,16984.59765625000000000
emp,KHM,2000,5.22639036178589000
avh,KHM,2000,2296.89080399973000000
rgdpo,KHM,2010,35351.30859375000000000
emp,KHM,2010,7.58764886856079000
avh,KHM,2010,2390.16200061907000000
rgdpo,KHM,2019,74169.62500000000000000
emp,KHM,2019,8.73146343231201000
