VariableCode,RegionCode,YearCode,AggValue
rgdpo,BWA,2010,28860.63867187500000000
emp,BWA,2010,0.77409672737121600
rgdpo,BWA,2019,37965.77343750000000000
emp,BWA,2019,0.92159581184387200
rgdpo,CAF,1960,2239.85815429688000000
rgdpo,CAF,1970,2834.11328125000000000
rgdpo,CAF,1980,2506.43701171875000000
emp,CAF,1980,0.87921172380447400
rgdpo,CAF,1990,3391.14672851563000000
emp,CAF,1990,1.10399115085602000
rgdpo,CAF,2000,3778.31030273438000000
emp,CAF,2000,1.43566250801086000
rgdpo,CAF,2010,4916.22119140625000000
emp,CAF,2010,1.71106851100922000
rgdpo,CAF,2019,4641.81347656250000000
emp,CAF,2019,1.84432792663574000
rgdpo,CAN,1960,276293.84375000000000000
emp,CAN,1960,6.62917184829712000
avh,CAN,1960,2090.80586844667000000
rgdpo,CAN,1970,458775.06250000000000000
emp,CAN,1970,8.15579032897949000
avh,CAN,1970,1925.00000000000000000
rgdpo,CAN,1980,687792.87500000000000000
emp,CAN,1980,11.08069038391110000
avh,CAN,1980,1827.00000000000000000
rgdpo,CAN,1990,941306.43750000000000000
emp,CAN,1990,13.29020023345950000
avh,CAN,1990,1795.29275976099000000
rgdpo,CAN,2000,1284446.50000000000000000
emp,CAN,2000,14.95276641845700000
avh,CAN,2000,1786.18636748860000000
rgdpo,CAN,2010,1558461.62500000000000000
emp,CAN,2010,17.29539871215820000
avh,CAN,2010,1714.20844500680000000
rgdpo,CAN,2019,1865833.37500000000000000
emp,CAN,2019,19.29866218566890000
avh,CAN,2019,1689.28093285823000000
rgdpo,CHE,1960,122343.02343750000000000
emp,CHE,1960,2.73865294456482000
avh,CHE,1960,1964.82753909606000000
rgdpo,CHE,1970,195546.64062500000000000
emp,CHE,1970,3.16901183128357000
avh,CHE,1970,1993.08471696344000000
rgdpo,CHE,1980,221670.92187500000000000
emp,CHE,1980,3.21181750297546000
avh,CHE,1980,1821.83959805182000000
rgdpo,CHE,1990,281153.50000000000000000
emp,CHE,1990,3.83272409439087000
avh,CHE,1990,1716.22087515004000000
rgdpo,CHE,2000,338538.15625000000000000
emp,CHE,2000,3.92828226089478000
avh,CHE,2000,1712.74308206048000000
rgdpo,CHE,2010,505370.03125000000000000
emp,CHE,2010,4.38947868347168000
avh,CHE,2010,1624.34638188442000000
rgdpo,CHE,2019,646801.37500000000000000
emp,CHE,2019,5.01120471954346000
avh,CHE,2019,1556.88284435749000000
rgdpo,CHL,1960,41015.78906250000000000
emp,CHL,1960,2.32403373718262000
avh,CHL,1960,2408.38144329897000000
rgdpo,CHL,1970,66719.75781250000000000
emp,CHL,1970,2.69278645515442000
avh,CHL,1970,2160.38969072165000000
rgdpo,CHL,1980,83429.40625000000000000
emp,CHL,1980,3.16192245483398000
avh,CHL,1980,2317.76907216495000000
rgdpo,CHL,1990,106362.65625000000000000
emp,CHL,1990,4.32258939743042000
avh,CHL,1990,2408.38144329897000000
rgdpo,CHL,2000,179407.09375000000000000
emp,CHL,2000,5.53660535812378000
avh,CHL,2000,2263.00000000000000000
rgdpo,CHL,2010,342190.87500000000000000
emp,CHL,2010,6.88919830322266000
avh,CHL,2010,2070.00000000000000000
rgdpo,CHL,2019,440685.28125000000000000
emp,CHL,2019,8.10007190704346000
avh,CHL,2019,1914.40000000000000000
rgdpo,CHN,1960,652488.43750000000000000
emp,CHN,1960,295.65933227539100000
rgdpo,CHN,1970,1069586.37500000000000000
emp,CHN,1970,360.95639038085900000
avh,CHN,1970,1976.31198565754000000
rgdpo,CHN,1980,1678260.62500000000000000
emp,CHN,1980,484.66885375976600000
avh,CHN,1980,1971.49673892565000000
rgdpo,CHN,1990,2856112.25000000000000000
emp,CHN,1990,660.47650146484400000
avh,CHN,1990,1975.35399295742000000
rgdpo,CHN,2000,5419636.50000000000000000
emp,CHN,2000,735.72314453125000000
avh,CHN,2000,2090.47531061941000000
rgdpo,CHN,2010,13846498.00000000000000000
emp,CHN,2010,781.03552246093800000
avh,CHN,2010,2172.71018311543000000
rgdpo,CHN,2019,20256792.00000000000000000
emp,CHN,2019,798.80773925781300000
avh,CHN,2019,2168.91884848016000000
rgdpo,CIV,1960,5841.98876953125000000
emp,CIV,1960,1.21996498107910000
rgdpo,CIV,1970,13400.87792968750000000
emp,CIV,1970,1.81926655769348000
rgdpo,CIV,1980,21427.60156250000000000
emp,CIV,1980,2.72893309593201000
rgdpo,CIV,1990,28963.97265625000000000
emp,CIV,1990,3.82912373542786000
rgdpo,CIV,2000,37214.51171875000000000
emp,CIV,2000,5.42804527282715000
rgdpo,CIV,2010,57428.10546875000000000
emp,CIV,2010,5.85376405715942000
rgdpo,CIV,2019,129520.68750000000000000
emp,CIV,2019,7.51022386550903000
rgdpo,CMR,1960,8538.17578125000000000
emp,CMR,1960,2.51434779167175000
rgdpo,CMR,1970,11402.83496093750000000
emp,CMR,1970,2.82830476760864000
rgdpo,CMR,1980,20713.75976562500000000
emp,CMR,1980,3.65277051925659000
rgdpo,CMR,1990,31033.77148437500000000
emp,CMR,1990,4.80207061767578000
rgdpo,CMR,2000,41473.80859375000000000
emp,CMR,2000,5.76512002944946000
rgdpo,CMR,2010,59721.67968750000000000
emp,CMR,2010,8.52764225006104000
rgdpo,CMR,2019,94487.46093750000000000
emp,CMR,2019,10.36527633666990000
rgdpo,COD,1960,45538.73046875000000000
emp,COD,1960,5.79709434509277000
rgdpo,COD,1970,57613.27734375000000000
emp,COD,1970,7.40591955184937000
rgdpo,COD,1980,57594.41406250000000000
emp,COD,1980,9.23970317840576000
rgdpo,COD,1990,51507.32812500000000000
emp,COD,1990,11.59498977661130000
rgdpo,COD,2000,25659.33203125000000000
emp,COD,2000,15.91768741607670000
rgdpo,COD,2010,45984.88671875000000000
emp,COD,2010,19.69971656799320000
rgdpo,COD,2019,88689.44531250000000000
emp,COD,2019,25.13993072509770000
rgdpo,COG,1960,2149.43847656250000000
emp,COG,1960,0.35811433196067800
rgdpo,COG,1970,3963.42285156250000000
emp,COG,1970,0.43580919504165600
rgdpo,COG,1980,6846.73730468750000000
emp,COG,1980,0.56909525394439700
rgdpo,COG,1990,7118.52001953125000000
emp,COG,1990,0.74952858686447100
rgdpo,COG,2000,9092.90527343750000000
emp,COG,2000,1.02989971637726000
rgdpo,COG,2010,24703.42382812500000000
emp,COG,2010,1.47612166404724000
rgdpo,COG,2019,25052.67773437500000000
emp,COG,2019,2.01545786857605000
rgdpo,COL,1960,61966.63671875000000000
emp,COL,1960,4.09365797042847000
avh,COL,1960,2218.00000000000000000
rgdpo,COL,1970,103977.69531250000000000
emp,COL,1970,5.53469944000244000
avh,COL,1970,2170.00000000000000000
rgdpo,COL,1980,209882.25000000000000000
emp,COL,1980,7.78116416931152000
avh,COL,1980,2074.00000000000000000
rgdpo,COL,1990,252387.76562500000000000
emp,COL,1990,10.50545310974120000
avh,COL,1990,1969.00000000000000000
rgdpo,COL,2000,307528.53125000000000000
emp,COL,2000,14.23712253570560000
avh,COL,2000,1956.00000000000000000
rgdpo,COL,2010,540653.18750000000000000
emp,COL,2010,18.89134407043460000
avh,COL,2010,2045.43461211512000000
rgdpo,COL,2019,707561.68750000000000000
emp,COL,2019,21.19960784912110000
avh,COL,2019,1968.36726179570000000
rgdpo,COM,1960,363.82675170898400000
rgdpo,COM,1970,804.16973876953100000
rgdpo,COM,1980,1313.09326171875000000
emp,COM,1980,0.06695877015590670
rgdpo,COM,1990,1669.29406738281000000
emp,COM,1990,0.09010133892297740
rgdpo,COM,2000,1600.31225585938000000
emp,COM,2000,0.12166550755500800
rgdpo,COM,2010,1726.11462402344000000
emp,COM,2010,0.15757590532302900
rgdpo,COM,2019,2729.82031250000000000
emp,COM,2019,0.20138838887214700
rgdpo,CPV,1960,247.13459777832000000
rgdpo,CPV,1970,459.36468505859400000
rgdpo,CPV,1980,516.73376464843800000
emp,CPV,1980,0.09357121586799620
rgdpo,CPV,1990,794.19354248046900000
emp,CPV,1990,0.11066478490829500
rgdpo,CPV,2000,1707.35766601563000000
emp,CPV,2000,0.14180000126361800
rgdpo,CPV,2010,3228.27441406250000000
emp,CPV,2010,0.17730000615119900
rgdpo,CPV,2019,3995.47485351563000000
emp,CPV,2019,0.21216657757759100
rgdpo,CRI,1960,6887.08935546875000000
emp,CRI,1960,0.36358872056007400
rgdpo,CRI,1970,12164.81152343750000000
emp,CRI,1970,0.50984764099121100
rgdpo,CRI,1980,20815.82031250000000000
emp,CRI,1980,0.75451081991195700
rgdpo,CRI,1990,26679.48242187500000000
emp,CRI,1990,1.08485734462738000
avh,CRI,1990,2363.53946236309000000
rgdpo,CRI,2000,41656.21875000000000000
emp,CRI,2000,1.49447655677795000
avh,CRI,2000,2367.58439431980000000
rgdpo,CRI,2010,62817.03906250000000000
emp,CRI,2010,1.94077551364899000
avh,CRI,2010,2249.26597942745000000
rgdpo,CRI,2019,93471.10156250000000000
emp,CRI,2019,2.25635552406311000
avh,CRI,2019,2069.24545655368000000
rgdpo,CUW,2010,3784.63232421875000000
emp,CUW,2010,0.06072877719998360
rgdpo,CUW,2019,3457.22778320313000000
emp,CUW,2019,0.06095062941312790
rgdpo,CYM,1970,338.80020141601600000
rgdpo,CYM,1980,835.89117431640600000
rgdpo,CYM,1990,2370.16992187500000000
rgdpo,CYM,2000,3525.33813476563000000
emp,CYM,2000,0.02700855024158950
rgdpo,CYM,2010,3772.89721679688000000
emp,CYM,2010,0.03671224042773250
rgdpo,CYM,2019,3998.28955078125000000
emp,CYM,2019,0.04508733749389650
rgdpo,CYP,1960,2432.67114257813000000
emp,CYP,1960,0.13590052723884600
rgdpo,CYP,1970,5110.24169921875000000
emp,CYP,1970,0.15106888115406000
rgdpo,CYP,1980,7733.47753906250000000
emp,CYP,1980,0.16682121157646200
rgdpo,CYP,1990,13050.05175781250000000
emp,CYP,1990,0.22693464159965500
rgdpo,CYP,2000,19111.00195312500000000
emp,CYP,2000,0.26772981882095300
avh,CYP,2000,1926.39153640869000000
rgdpo,CYP,2010,26408.33007812500000000
emp,CYP,2010,0.34566709399223300
avh,CYP,2010,1844.99679913330000000
rgdpo,CYP,2019,28032.46093750000000000
emp,CYP,2019,0.36656716465950000
avh,CYP,2019,1805.23978482317000000
rgdpo,CZE,1990,250478.53125000000000000
emp,CZE,1990,5.41425228118896000
rgdpo,CZE,2000,231387.78125000000000000
emp,CZE,2000,4.88687229156494000
avh,CZE,2000,1895.56215453127000000
rgdpo,CZE,2010,318708.96875000000000000
emp,CZE,2010,5.09899091720581000
avh,CZE,2010,1799.50051806914000000
rgdpo,CZE,2019,400833.18750000000000000
emp,CZE,2019,5.48143243789673000
avh,CZE,2019,1787.54340166384000000
rgdpo,DEU,1960,816488.00000000000000000
emp,DEU,1960,37.44638442993160000
avh,DEU,1960,2181.88667177432000000
rgdpo,DEU,1970,1239415.00000000000000000
emp,DEU,1970,38.09579849243160000
avh,DEU,1970,1973.20902540530000000
rgdpo,DEU,1980,1724593.00000000000000000
emp,DEU,1980,38.70497131347660000
avh,DEU,1980,1756.72374726295000000
rgdpo,DEU,1990,2220630.25000000000000000
emp,DEU,1990,39.54772949218750000
avh,DEU,1990,1583.15823711075000000
rgdpo,DEU,2000,3034345.00000000000000000
emp,DEU,2000,39.60311508178710000
avh,DEU,2000,1465.93780490856000000
rgdpo,DEU,2010,3671042.25000000000000000
emp,DEU,2010,40.63188171386720000
avh,DEU,2010,1425.74546871955000000
rgdpo,DEU,2019,4273390.50000000000000000
emp,DEU,2019,44.79519653320310000
avh,DEU,2019,1386.19683437970000000
rgdpo,DJI,1970,1459.86950683594000000
rgdpo,DJI,1980,1832.63281250000000000
emp,DJI,1980,0.10603690892458000
rgdpo,DJI,1990,1665.46923828125000000
emp,DJI,1990,0.18372239172458600
rgdpo,DJI,2000,2082.98608398438000000
emp,DJI,2000,0.23511630296707200
rgdpo,DJI,2010,2564.78417968750000000
emp,DJI,2010,0.30764520168304400
rgdpo,DJI,2019,5964.00097656250000000
emp,DJI,2019,0.37246787548065200
rgdpo,DMA,1970,342.69992065429700000
